Name,Color,Category,"Product Details","SO Reserve Normal","CO Current Change Order Normal","Available Normal","Total Normal","SO Reserve Demo","CO Current Change Order Demo","Available Demo","Total Demo","SO Reserve APK","CO Current Change Order APK","Available APK","Total APK","Total Available","Total Storage","CO ON Changing"
"OPPO A18 (4+128G)","Glowing Black",Phone,"A18 (4+128G)",0,0,325,325,0,0,0,0,0,0,0,0,325,325,0
"OPPO A18 (4+128G)","Glowing Blue",Phone,"A18 (4+128G)",0,0,299,299,0,0,0,0,0,0,0,0,299,299,0
"OPPO A18 (4+64G)","Glowing Black",Phone,"A18 (4+64G)",0,0,83,83,0,0,0,0,0,0,0,0,83,83,0
"OPPO A38 (6+128G)","Glowing Black",Phone,"A38 (6+128G)",0,0,25,25,0,0,0,0,0,0,0,0,25,25,0
"OPPO A38 (6+128G)","Glowing Gold",Phone,"A38 (6+128G)",0,0,13,13,0,0,0,0,0,0,0,0,13,13,0
"OPPO A60 (8+128G)","Ripple Blue",Phone,"A60 (8+128G)",0,0,133,133,0,0,0,0,0,0,0,0,133,133,0
"OPPO A60 (8+128G)","Midnight Purple",Phone,"A60 (8+128G)",0,0,132,132,0,0,0,0,0,0,0,0,132,132,0
"OPPO A60 (8+256G)","Ripple Blue",Phone,"A60 (8+256G)",0,0,69,69,0,0,0,0,0,0,0,0,69,69,0
"OPPO A60 (8+256G)","Midnight Purple",Phone,"A60 (8+256G)",0,0,2,2,0,0,0,0,0,0,0,0,2,2,0
"OPPO A79 5G(8+256G)","Dazzling Purple",Phone,"A79 5G(8+256G)",0,0,7,7,0,0,0,0,0,0,0,0,7,7,0
"OPPO Reno 11F 5G (8+256G)","Coral Purple",Phone,"Reno 11F 5G (8+256G)",0,0,2,2,0,0,0,0,0,0,0,0,2,2,0
