Name,Color,Category,"Product Details","SO Reserve Normal","CO Current Change Order Normal","Available Normal","Total Normal","SO Reserve Demo","CO Current Change Order Demo","Available Demo","Total Demo","SO Reserve APK","CO Current Change Order APK","Available APK","Total APK","Total Available","Total Storage","CO ON Changing"
"OPPO A18 (4+64G)","Glowing Black",Phone,"A18 (4+64G)",0,0,204,204,0,0,0,0,0,0,0,0,204,204,0
"OPPO A18 (4+64G)","Glowing Blue",Phone,"A18 (4+64G)",0,0,107,107,0,0,0,0,0,0,0,0,107,107,0
"OPPO A3 (8+128G)","Starlight White",Phone,"A3 (8+128G)",0,0,29,29,0,0,2,2,0,0,0,0,31,31,0
"OPPO A3 (8+128G)","Sparkle Black",Phone,"A3 (8+128G)",0,0,64,64,0,0,1,1,0,0,0,0,65,65,0
"OPPO A3x (4+128G)","Ocean Blue",Phone,"A3x (4+128G)",0,0,283,283,0,0,0,0,0,0,0,0,283,283,0
"OPPO A3x (4+128G)","Nebula Red",Phone,"A3x (4+128G)",0,0,74,74,0,0,0,0,0,0,0,0,74,74,0
"OPPO A3x (6+128G)","Ocean Blue",Phone,"A3x (6+128G)",0,0,168,168,0,0,0,0,0,0,0,0,168,168,0
"OPPO A3x (6+128G)","Nebula Red",Phone,"A3x (6+128G)",0,0,37,37,0,0,0,0,0,0,0,0,37,37,0
"OPPO A60 (8+256G)","Ripple Blue",Phone,"A60 (8+256G)",0,0,17,17,0,0,0,0,0,0,0,0,17,17,0
"OPPO A60 (8+256G)","Midnight Purple",Phone,"A60 (8+256G)",0,0,4,4,0,0,0,0,0,0,0,0,4,4,0
"OPPO Reno 12 5G (12+256G)","Astro Silver",Phone,"Reno 12 5G (12+256G)",0,0,9,9,0,0,0,0,0,0,0,0,9,9,0
"OPPO Reno 12F 4G (8+256G)","Amber Orange",Phone,"Reno 12F 4G (8+256G)",0,0,60,60,0,0,0,0,0,0,0,0,60,60,0
"OPPO Reno 12F 4G (8+256G)","Matte Grey",Phone,"Reno 12F 4G (8+256G)",0,0,51,51,0,0,0,0,0,0,0,0,51,51,0
"OPPO Reno 12F 5G (12+256G)","Olive Green",Phone,"Reno 12F 5G (12+256G)",0,0,33,33,0,0,0,0,0,0,0,0,33,33,0
"OPPO Reno 12F 5G (12+256G)","Amber Orange",Phone,"Reno 12F 5G (12+256G)",0,0,64,64,0,0,0,0,0,0,0,0,64,64,0
