Name,Color,Category,"Product Details","SO Reserve Normal","CO Current Change Order Normal","Available Normal","Total Normal","SO Reserve Demo","CO Current Change Order Demo","Available Demo","Total Demo","SO Reserve APK","CO Current Change Order APK","Available APK","Total APK","Total Available","Total Storage","CO ON Changing"
"OPPO A18 (4+64G)","Glowing Black",Phone,"A18 (4+64G)",0,0,396,396,0,0,0,0,0,0,0,0,396,396,0
"OPPO A18 (4+64G)","Glowing Blue",Phone,"A18 (4+64G)",0,0,152,152,0,0,0,0,0,0,0,0,152,152,0
"OPPO A3 (8+128G)","Starlight White",Phone,"A3 (8+128G)",0,0,514,514,0,0,2,2,0,0,0,0,516,516,0
"OPPO A3 (8+128G)","Sparkle Black",Phone,"A3 (8+128G)",0,0,671,671,0,0,1,1,0,0,0,0,672,672,0
"OPPO A3x (4+128G)","Ocean Blue",Phone,"A3x (4+128G)",0,0,418,418,0,0,0,0,0,0,0,0,418,418,0
"OPPO A3x (4+128G)","Nebula Red",Phone,"A3x (4+128G)",0,0,170,170,0,0,0,0,0,0,0,0,170,170,0
"OPPO A3x (6+128G)","Ocean Blue",Phone,"A3x (6+128G)",0,0,170,170,0,0,0,0,0,0,0,0,170,170,0
"OPPO A3x (6+128G)","Nebula Red",Phone,"A3x (6+128G)",0,0,510,510,0,0,0,0,0,0,0,0,510,510,0
"OPPO A60 (8+128G)","Ripple Blue",Phone,"A60 (8+128G)",0,0,2,2,0,0,0,0,0,0,0,0,2,2,0
"OPPO A60 (8+256G)","Ripple Blue",Phone,"A60 (8+256G)",0,0,50,50,0,0,0,0,0,0,0,0,50,50,0
"OPPO A60 (8+256G)","Midnight Purple",Phone,"A60 (8+256G)",0,0,5,5,0,0,0,0,0,0,0,0,5,5,0
"OPPO Pad Neo (8+256G)","Aurora Purple",IoT,"Pad Neo (8+256G)",0,0,3,3,0,0,0,0,0,0,0,0,3,3,0
"OPPO Reno 12 5G (12+256G)","Astro Silver",Phone,"Reno 12 5G (12+256G)",0,0,13,13,0,0,0,0,0,0,0,0,13,13,0
"OPPO Reno 12F 4G (8+256G)","Amber Orange",Phone,"Reno 12F 4G (8+256G)",0,0,469,469,0,0,0,0,0,0,0,0,469,469,0
"OPPO Reno 12F 4G (8+256G)","Matte Grey",Phone,"Reno 12F 4G (8+256G)",0,0,1013,1013,0,0,0,0,0,0,0,0,1013,1013,0
"OPPO Reno 12F 5G (12+256G)","Olive Green",Phone,"Reno 12F 5G (12+256G)",0,0,161,161,0,0,0,0,0,0,0,0,161,161,0
"OPPO Reno 12F 5G (12+256G)","Amber Orange",Phone,"Reno 12F 5G (12+256G)",0,0,267,267,0,0,0,0,0,0,0,0,267,267,0
